dw_margin_5_facebook_dim_20_rneg,0.67,0.95,0.79,0.86
dw_margin_1_facebook_dim_20_rneg,0.67,0.94,0.79,0.86
dw_margin_10_facebook_dim_20_rneg,0.65,0.92,0.79,0.84
dw_facebook_dim_20,0.64,0.9,0.79,0.84
dw_margin_50_facebook_dim_20_rneg,0.63,0.86,0.8,0.83
dw_margin_30_facebook_dim_20_rneg,0.63,0.87,0.8,0.83
dw_margin_100_facebook_dim_20_rneg,0.61,0.86,0.79,0.82
