353938 44264255 83.01951253874
353938 7381403 104.14144201426708
353938 25102055 150.2211048222922
353938 33327477 84.62632608958299
353938 43604559 113.50416126514617
353938 44503170 150.2211048222922
353938 68132706 80.63375388368101
353938 20910914 90.90909090911907
353938 33347467 84.62632608958299
353938 20531382 121.78632452795657
353938 27790308 68.48625276488536
353938 61238776 156.61302882634598
353938 33229037 68.48625276485228
353938 37604863 195.1941016011416
353938 46688523 82.09951522176999
353938 26386761 104.14144201422228
